2219Temp+Humid,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Comments,Serial Number
2542,10/12/20 7:00,22,60,13.9,,
2543,10/12/20 7:10,22,59.5,13.8,,
2544,10/12/20 7:20,22,60,13.9,,
2545,10/12/20 7:30,22,60,13.9,,
2546,10/12/20 7:40,22,60,13.9,,
2547,10/12/20 7:50,22,60,13.9,,
2548,10/12/20 8:00,22,60,13.9,,
2549,10/12/20 8:10,22,60,13.9,,
2550,10/12/20 8:20,22,60,13.9,,
2551,10/12/20 8:30,22,60,13.9,,
2552,10/12/20 8:40,22,60.5,14,,
2553,10/12/20 8:50,22,60,13.9,,
2554,10/12/20 9:00,22,60,13.9,,
2555,10/12/20 9:10,22,60.5,14,,
2556,10/12/20 9:20,22,60,13.9,,
2557,10/12/20 9:30,22,60,13.9,,
2558,10/12/20 9:40,22,60,13.9,,
2559,10/12/20 9:50,22,60,13.9,,
2560,10/12/20 10:00,22,60.5,14,,
2561,10/12/20 10:10,22,60.5,14,,
2562,10/12/20 10:20,22,60,13.9,,
2563,10/12/20 10:30,22.5,58.5,14,,
2564,10/12/20 10:40,23,57.5,14.2,,
2565,10/12/20 10:50,23,56.5,13.9,,
2566,10/12/20 11:00,23.5,56,14.2,,
2567,10/12/20 11:10,23.5,55.5,14.1,,
2568,10/12/20 11:20,23,56.5,13.9,,
2569,10/12/20 11:30,23,57,14,,
2570,10/12/20 11:40,22.5,57.5,13.7,,
2571,10/12/20 11:50,22.5,58,13.8,,
2572,10/12/20 12:00,22.5,58,13.8,,
2573,10/12/20 12:10,22,58.5,13.5,,
2574,10/12/20 12:20,22,59,13.6,,
2575,10/12/20 12:30,22,59,13.6,,
2576,10/12/20 12:40,22,60,13.9,,
2577,10/12/20 12:50,22,60,13.9,,
2578,10/12/20 13:00,22,59.5,13.8,,
2579,10/12/20 13:10,22.5,58,13.8,,
2580,10/12/20 13:20,23,57,14,,
2581,10/12/20 13:30,23,55.5,13.6,,
2582,10/12/20 13:40,23.5,54,13.7,,
2583,10/12/20 13:50,24,53,13.8,,
2584,10/12/20 14:00,23,52.5,12.8,,
2585,10/12/20 14:10,23,53.5,13.1,,
2586,10/12/20 14:20,22.5,53.5,12.6,,
2587,10/12/20 14:30,22.5,53,12.4,,
2588,10/12/20 14:40,22.5,53,12.4,,
2589,10/12/20 14:50,22,52,11.7,,
2590,10/12/20 15:00,22,52,11.7,,
2591,10/12/20 15:10,22,52,11.7,,
2592,10/12/20 15:20,22,51.5,11.6,,
2593,10/12/20 15:30,21.5,51.5,11.1,,
2594,10/12/20 15:40,21.5,51.5,11.1,,
2595,10/12/20 15:50,21.5,51,10.9,,
2596,10/12/20 16:00,21.5,51,10.9,,
2597,10/12/20 16:10,21.5,51,10.9,,
2598,10/12/20 16:20,21.5,50.5,10.8,,
2599,10/12/20 16:30,21.5,50,10.6,,
2600,10/12/20 16:40,21.5,49,10.3,,
2601,10/12/20 16:50,21.5,48,10,,
2602,10/12/20 17:00,21.5,47,9.7,,
2603,10/12/20 17:10,21.5,46.5,9.6,,
2604,10/12/20 17:20,21.5,46.5,9.6,,
2605,10/12/20 17:30,21.5,46.5,9.6,,
2606,10/12/20 17:40,21.5,46.5,9.6,,
2607,10/12/20 17:50,21.5,46.5,9.6,,
2608,10/12/20 18:00,21.5,46,9.4,,
2609,10/12/20 18:10,21.5,46,9.4,,
2610,10/12/20 18:20,21.5,45.5,9.2,,
2611,10/12/20 18:30,21.5,45.5,9.2,,
2612,10/12/20 18:40,21.5,44.5,8.9,,
2613,10/12/20 18:50,21.5,43.5,8.6,,
2614,10/12/20 19:00,21.5,43,8.4,,
2615,10/12/20 19:10,21.5,43,8.4,,
2616,10/12/20 19:20,21.5,42.5,8.2,,
2617,10/12/20 19:30,21.5,42.5,8.2,,
2618,10/12/20 19:40,21.5,42,8.1,,
2619,10/12/20 19:50,21.5,42,8.1,,
2620,10/12/20 20:00,21.5,41.5,7.9,,
2621,10/12/20 20:10,21.5,41,7.7,,
2622,10/12/20 20:20,21.5,41,7.7,,
2623,10/12/20 20:30,21.5,40.5,7.5,,
2624,10/12/20 20:40,21.5,40.5,7.5,,
2625,10/12/20 20:50,21.5,40.5,7.5,,
2626,10/12/20 21:00,21.5,40.5,7.5,,
2627,10/12/20 21:10,21.5,40.5,7.5,,
2628,10/12/20 21:20,21.5,40,7.3,,
2629,10/12/20 21:30,21.5,40,7.3,,
2630,10/12/20 21:40,21.5,39.5,7.2,,
2631,10/12/20 21:50,21.5,39.5,7.2,,
2632,10/12/20 22:00,21.5,39.5,7.2,,
2633,10/12/20 22:10,21.5,39.5,7.2,,
2634,10/12/20 22:20,21.5,39.5,7.2,,
2635,10/12/20 22:30,21.5,39.5,7.2,,
2636,10/12/20 22:40,21.5,39.5,7.2,,
2637,10/12/20 22:50,21.5,39.5,7.2,,
2638,10/12/20 23:00,21.5,39.5,7.2,,
2639,10/12/20 23:10,21.5,39,7,,
2640,10/12/20 23:20,21.5,39,7,,
2641,10/12/20 23:30,21.5,39,7,,
2642,10/12/20 23:40,21.5,39,7,,
2643,10/12/20 23:50,21.5,39,7,,
2644,10/13/20 0:00,21.5,38.5,6.8,,
2645,10/13/20 0:10,21.5,38.5,6.8,,
2646,10/13/20 0:20,21.5,38.5,6.8,,
2647,10/13/20 0:30,21.5,38.5,6.8,,
2648,10/13/20 0:40,21.5,38,6.6,,
2649,10/13/20 0:50,21.5,38,6.6,,
2650,10/13/20 1:00,21.5,38,6.6,,
2651,10/13/20 1:10,21.5,38,6.6,,
2652,10/13/20 1:20,21.5,37.5,6.4,,
2653,10/13/20 1:30,21.5,37.5,6.4,,
2654,10/13/20 1:40,21.5,37.5,6.4,,
2655,10/13/20 1:50,21.5,37,6.2,,
2656,10/13/20 2:00,21.5,37,6.2,,
2657,10/13/20 2:10,21.5,37,6.2,,
2658,10/13/20 2:20,21.5,37,6.2,,
2659,10/13/20 2:30,21.5,36.5,6,,
2660,10/13/20 2:40,21.5,36.5,6,,
2661,10/13/20 2:50,21.5,36.5,6,,
2662,10/13/20 3:00,21.5,36.5,6,,
2663,10/13/20 3:10,21.5,36.5,6,,
2664,10/13/20 3:20,21.5,36.5,6,,
2665,10/13/20 3:30,21.5,37,6.2,,
2666,10/13/20 3:40,21.5,37,6.2,,
2667,10/13/20 3:50,21.5,37,6.2,,
2668,10/13/20 4:00,21.5,37.5,6.4,,
2669,10/13/20 4:10,21.5,37.5,6.4,,
2670,10/13/20 4:20,21.5,37.5,6.4,,
2671,10/13/20 4:30,21.5,37.5,6.4,,
2672,10/13/20 4:40,21.5,37.5,6.4,,
2673,10/13/20 4:50,21.5,37,6.2,,
2674,10/13/20 5:00,21.5,37,6.2,,
2675,10/13/20 5:10,21.5,37,6.2,,
2676,10/13/20 5:20,21.5,37,6.2,,
2677,10/13/20 5:30,21.5,37,6.2,,
2678,10/13/20 5:40,21.5,37,6.2,,
2679,10/13/20 5:50,21.5,37,6.2,,
2680,10/13/20 6:00,21.5,36.5,6,,
2681,10/13/20 6:10,21.5,36.5,6,,
2682,10/13/20 6:20,21.5,36.5,6,,
2683,10/13/20 6:30,21.5,36.5,6,,
2684,10/13/20 6:40,21,36.5,5.6,,
2685,10/13/20 6:50,21,36,5.4,,
2686,10/13/20 7:00,21,36,5.4,,
2687,10/13/20 7:10,21,36,5.4,,
2688,10/13/20 7:20,21,36,5.4,,
2689,10/13/20 7:30,21,35.5,5.2,,
2690,10/13/20 7:40,21,35.5,5.2,,
2691,10/13/20 7:50,21,35.5,5.2,,
2692,10/13/20 8:00,21,35,5,,
2693,10/13/20 8:10,21,35,5,,
2694,10/13/20 8:20,21,35,5,,
2695,10/13/20 8:30,21,35,5,,
2696,10/13/20 8:40,21,34.5,4.8,,
2697,10/13/20 8:50,21,34.5,4.8,,
2698,10/13/20 9:00,21,34.5,4.8,,
2699,10/13/20 9:10,21,34.5,4.8,,
2700,10/13/20 9:20,21,35,5,,
2701,10/13/20 9:30,21,35,5,,
2702,10/13/20 9:40,21,35.5,5.2,,
2703,10/13/20 9:50,21.5,36,5.8,,
2704,10/13/20 10:00,21.5,36,5.8,,
2705,10/13/20 10:10,21.5,36,5.8,,
2706,10/13/20 10:20,21.5,35.5,5.6,,
2707,10/13/20 10:30,21.5,35.5,5.6,,
2708,10/13/20 10:40,21.5,36,5.8,,
2709,10/13/20 10:50,21.5,35,5.4,,
2710,10/13/20 11:00,21.5,34.5,5.2,,
2711,10/13/20 11:10,21.5,34.5,5.2,,
2712,10/13/20 11:20,21.5,34,5,,
2713,10/13/20 11:30,21.5,34,5,,
2714,10/13/20 11:40,21.5,34,5,,
2715,10/13/20 11:50,21.5,34.5,5.2,,
2716,10/13/20 12:00,21.5,34.5,5.2,,
2717,10/13/20 12:10,21.5,34.5,5.2,,
2718,10/13/20 12:20,21.5,34.5,5.2,,
2719,10/13/20 12:30,21.5,34.5,5.2,,
2720,10/13/20 12:40,21.5,34.5,5.2,,
2721,10/13/20 12:50,21.5,34.5,5.2,,
2722,10/13/20 13:00,21.5,34.5,5.2,,
2723,10/13/20 13:10,21.5,34.5,5.2,,
2724,10/13/20 13:20,21.5,34.5,5.2,,
2725,10/13/20 13:30,21.5,34.5,5.2,,
2726,10/13/20 13:40,21.5,34,5,,
2727,10/13/20 13:50,21.5,34,5,,
2728,10/13/20 14:00,21.5,34,5,,
2729,10/13/20 14:10,21.5,34,5,,
2730,10/13/20 14:20,21.5,34,5,,
2731,10/13/20 14:30,21.5,34,5,,
2732,10/13/20 14:40,21.5,34,5,,
2733,10/13/20 14:50,21.5,34,5,,
2734,10/13/20 15:00,21.5,34,5,,
2735,10/13/20 15:10,21.5,34,5,,
2736,10/13/20 15:20,21.5,34,5,,
2737,10/13/20 15:30,21.5,34,5,,
2738,10/13/20 15:40,21.5,34,5,,
2739,10/13/20 15:50,21.5,34,5,,
2740,10/13/20 16:00,21.5,34,5,,
2741,10/13/20 16:10,21.5,34,5,,
2742,10/13/20 16:20,21.5,34,5,,
2743,10/13/20 16:30,21.5,34,5,,
2744,10/13/20 16:40,21.5,34,5,,
2745,10/13/20 16:50,21.5,34,5,,
2746,10/13/20 17:00,21.5,34,5,,
2747,10/13/20 17:10,21.5,34.5,5.2,,
2748,10/13/20 17:20,21.5,34.5,5.2,,
2749,10/13/20 17:30,21.5,34.5,5.2,,
2750,10/13/20 17:40,21.5,34.5,5.2,,
2751,10/13/20 17:50,21.5,34.5,5.2,,
2752,10/13/20 18:00,21.5,34.5,5.2,,
2753,10/13/20 18:10,21.5,34.5,5.2,,
2754,10/13/20 18:20,21.5,35,5.4,,
2755,10/13/20 18:30,21.5,35,5.4,,
2756,10/13/20 18:40,21.5,35,5.4,,
2757,10/13/20 18:50,21.5,35,5.4,,
2758,10/13/20 19:00,21.5,35,5.4,,
2759,10/13/20 19:10,21.5,35,5.4,,
2760,10/13/20 19:20,21.5,35.5,5.6,,
2761,10/13/20 19:30,21.5,35.5,5.6,,
2762,10/13/20 19:40,21.5,35.5,5.6,,
2763,10/13/20 19:50,21.5,35.5,5.6,,
2764,10/13/20 20:00,21.5,36,5.8,,
2765,10/13/20 20:10,21.5,36,5.8,,
2766,10/13/20 20:20,21.5,36,5.8,,
2767,10/13/20 20:30,21.5,36,5.8,,
2768,10/13/20 20:40,21.5,36,5.8,,
2769,10/13/20 20:50,21.5,36,5.8,,
2770,10/13/20 21:00,21.5,36,5.8,,
2771,10/13/20 21:10,21.5,36,5.8,,
2772,10/13/20 21:20,21.5,36,5.8,,
2773,10/13/20 21:30,21.5,36,5.8,,
2774,10/13/20 21:40,21.5,36,5.8,,
2775,10/13/20 21:50,21.5,36,5.8,,
2776,10/13/20 22:00,21.5,36,5.8,,
2777,10/13/20 22:10,21.5,36,5.8,,
2778,10/13/20 22:20,21.5,36.5,6,,
2779,10/13/20 22:30,21.5,36,5.8,,
2780,10/13/20 22:40,21.5,36,5.8,,
2781,10/13/20 22:50,21.5,35.5,5.6,,
2782,10/13/20 23:00,21.5,35.5,5.6,,
2783,10/13/20 23:10,21.5,35,5.4,,
2784,10/13/20 23:20,21.5,35,5.4,,
2785,10/13/20 23:30,21.5,34.5,5.2,,
2786,10/13/20 23:40,21.5,34.5,5.2,,
2787,10/13/20 23:50,21.5,34.5,5.2,,
2788,10/14/20 0:00,21.5,34.5,5.2,,
2789,10/14/20 0:10,21.5,34.5,5.2,,
2790,10/14/20 0:20,21.5,34.5,5.2,,
2791,10/14/20 0:30,21.5,34.5,5.2,,
2792,10/14/20 0:40,21.5,34.5,5.2,,
2793,10/14/20 0:50,21.5,34.5,5.2,,
2794,10/14/20 1:00,21.5,34.5,5.2,,
2795,10/14/20 1:10,21.5,34.5,5.2,,
2796,10/14/20 1:20,21.5,34.5,5.2,,
2797,10/14/20 1:30,21.5,34.5,5.2,,
2798,10/14/20 1:40,21.5,34.5,5.2,,
2799,10/14/20 1:50,21.5,34.5,5.2,,
2800,10/14/20 2:00,21.5,34.5,5.2,,
2801,10/14/20 2:10,21.5,34.5,5.2,,
2802,10/14/20 2:20,21.5,34.5,5.2,,
2803,10/14/20 2:30,21.5,34.5,5.2,,
2804,10/14/20 2:40,21.5,35,5.4,,
2805,10/14/20 2:50,21.5,35,5.4,,
2806,10/14/20 3:00,21.5,35,5.4,,
2807,10/14/20 3:10,21.5,35,5.4,,
2808,10/14/20 3:20,21.5,35,5.4,,
2809,10/14/20 3:30,21.5,35,5.4,,
2810,10/14/20 3:40,21.5,35,5.4,,
2811,10/14/20 3:50,21.5,35,5.4,,
2812,10/14/20 4:00,21.5,35,5.4,,
2813,10/14/20 4:10,21.5,35,5.4,,
2814,10/14/20 4:20,21.5,35,5.4,,
2815,10/14/20 4:30,21.5,35,5.4,,
2816,10/14/20 4:40,21.5,35,5.4,,
2817,10/14/20 4:50,21.5,35.5,5.6,,
2818,10/14/20 5:00,21.5,35.5,5.6,,
2819,10/14/20 5:10,21.5,35.5,5.6,,
2820,10/14/20 5:20,21.5,35.5,5.6,,
2821,10/14/20 5:30,21.5,35.5,5.6,,
2822,10/14/20 5:40,21.5,35.5,5.6,,
2823,10/14/20 5:50,21.5,35,5.4,,
2824,10/14/20 6:00,21.5,35,5.4,,
2825,10/14/20 6:10,21.5,34.5,5.2,,
2826,10/14/20 6:20,21.5,34.5,5.2,,
2827,10/14/20 6:30,21.5,34.5,5.2,,
2828,10/14/20 6:40,21.5,34.5,5.2,,
2829,10/14/20 6:50,21.5,34.5,5.2,,
2830,10/14/20 7:00,21.5,34.5,5.2,,
2831,10/14/20 7:10,21.5,34.5,5.2,,
2832,10/14/20 7:20,21.5,34.5,5.2,,
2833,10/14/20 7:30,21.5,34,5,,
2834,10/14/20 7:40,21.5,34,5,,
2835,10/14/20 7:50,21.5,33.5,4.8,,
2836,10/14/20 8:00,21.5,33.5,4.8,,
2837,10/14/20 8:10,21.5,33.5,4.8,,
2838,10/14/20 8:20,21.5,33.5,4.8,,
2839,10/14/20 8:30,22,33,5,,
2840,10/14/20 8:40,22.5,33,5.4,,
2841,10/14/20 8:50,22.5,32.5,5.2,,
2842,10/14/20 9:00,23,32.5,5.7,,
2843,10/14/20 9:10,23,32.5,5.7,,
2844,10/14/20 9:20,23.5,32,5.9,,
2845,10/14/20 9:30,23,32.5,5.7,,
2846,10/14/20 9:40,23,33,5.9,,
2847,10/14/20 9:50,22.5,33,5.4,,
2848,10/14/20 10:00,22.5,33.5,5.7,,
2849,10/14/20 10:10,22,33,5,,
2850,10/14/20 10:20,22,33.5,5.2,,
2851,10/14/20 10:30,22,34,5.4,,
2852,10/14/20 10:40,22,34,5.4,,
2853,10/14/20 10:50,22,34.5,5.6,,
2854,10/14/20 11:00,22,35,5.8,,
2855,10/14/20 11:10,22,35,5.8,,
2856,10/14/20 11:20,22,35.5,6.1,,
2857,10/14/20 11:30,22,35.5,6.1,,
2858,10/14/20 11:40,22,35.5,6.1,,
2859,10/14/20 11:50,22,35.5,6.1,,
2860,10/14/20 12:00,22.5,35,6.3,,
2861,10/14/20 12:10,23,34.5,6.5,,
2862,10/14/20 12:20,23,34.5,6.5,,
2863,10/14/20 12:30,23.5,34.5,7,,
2864,10/14/20 12:40,23.5,34.5,7,,
2865,10/14/20 12:50,23,34.5,6.5,,
2866,10/14/20 13:00,22.5,35,6.3,,
2867,10/14/20 13:10,22.5,35.5,6.5,,
2868,10/14/20 13:20,22,35.5,6.1,,
2869,10/14/20 13:30,22,36,6.3,,
2870,10/14/20 13:40,22,36,6.3,,
2871,10/14/20 13:50,22,36.5,6.5,,
2872,10/14/20 14:00,22,36.5,6.5,,
2873,10/14/20 14:10,22,36.5,6.5,,
2874,10/14/20 14:20,22,36.5,6.5,,
2875,10/14/20 14:30,21.5,36.5,6,,
2876,10/14/20 14:40,21.5,36.5,6,,
2877,10/14/20 14:50,21.5,36.5,6,,
2878,10/14/20 15:00,21.5,36.5,6,,
2879,10/14/20 15:10,21.5,36.5,6,,
2880,10/14/20 15:20,21.5,36.5,6,,
2881,10/14/20 15:30,21.5,36.5,6,,
2882,10/14/20 15:40,21.5,36,5.8,,
2883,10/14/20 15:50,21.5,36,5.8,,
2884,10/14/20 16:00,21.5,36,5.8,,
2885,10/14/20 16:10,21.5,36,5.8,,
2886,10/14/20 16:20,21.5,35.5,5.6,,
2887,10/14/20 16:30,21.5,35.5,5.6,,
2888,10/14/20 16:40,21.5,35,5.4,,
2889,10/14/20 16:50,21.5,35,5.4,,
2890,10/14/20 17:00,21.5,35,5.4,,
2891,10/14/20 17:10,21.5,35,5.4,,
2892,10/14/20 17:20,21.5,35,5.4,,
2893,10/14/20 17:30,21.5,35,5.4,,
2894,10/14/20 17:40,21.5,35,5.4,,
2895,10/14/20 17:50,21.5,35,5.4,,
2896,10/14/20 18:00,21.5,35,5.4,,
2897,10/14/20 18:10,21.5,35,5.4,,
2898,10/14/20 18:20,21.5,35,5.4,,
2899,10/14/20 18:30,21.5,35,5.4,,
2900,10/14/20 18:40,22,35,5.8,,
2901,10/14/20 18:50,22,35,5.8,,
2902,10/14/20 19:00,22,35,5.8,,
2903,10/14/20 19:10,22.5,34.5,6.1,,
2904,10/14/20 19:20,23,34,6.3,,
2905,10/14/20 19:30,23,34,6.3,,
2906,10/14/20 19:40,23,34,6.3,,
2907,10/14/20 19:50,22.5,35,6.3,,
2908,10/14/20 20:00,22.5,35,6.3,,
2909,10/14/20 20:10,22.5,35,6.3,,
2910,10/14/20 20:20,22.5,35.5,6.5,,
2911,10/14/20 20:30,22.5,35.5,6.5,,
2912,10/14/20 20:40,22.5,36,6.7,,
2913,10/14/20 20:50,22.5,35.5,6.5,,
2914,10/14/20 21:00,22.5,35.5,6.5,,
2915,10/14/20 21:10,22.5,35.5,6.5,,
2916,10/14/20 21:20,23,35,6.7,,
2917,10/14/20 21:30,23,34.5,6.5,,
2918,10/14/20 21:40,23.5,34.5,7,,
2919,10/14/20 21:50,23.5,34,6.7,,
2920,10/14/20 22:00,23.5,34,6.7,,
2921,10/14/20 22:10,23.5,34,6.7,,
2922,10/14/20 22:20,23,34,6.3,,
2923,10/14/20 22:30,23,34.5,6.5,,
2924,10/14/20 22:40,23,35,6.7,,
2925,10/14/20 22:50,22.5,35,6.3,,
2926,10/14/20 23:00,22.5,35.5,6.5,,
2927,10/14/20 23:10,22.5,35.5,6.5,,
2928,10/14/20 23:20,22.5,35.5,6.5,,
2929,10/14/20 23:30,22.5,35.5,6.5,,
2930,10/14/20 23:40,22,35.5,6.1,,
2931,10/14/20 23:50,22,35.5,6.1,,
2932,10/15/20 0:00,22.5,35.5,6.5,,
2933,10/15/20 0:10,22.5,35.5,6.5,,
2934,10/15/20 0:20,23,35,6.7,,
2935,10/15/20 0:30,23,35,6.7,,
2936,10/15/20 0:40,23,35,6.7,,
2937,10/15/20 0:50,23,35.5,6.9,,
2938,10/15/20 1:00,23,36,7.1,,
2939,10/15/20 1:10,22.5,36.5,6.9,,
2940,10/15/20 1:20,22.5,36.5,6.9,,
2941,10/15/20 1:30,22.5,37,7.1,,
2942,10/15/20 1:40,22.5,37,7.1,,
2943,10/15/20 1:50,22.5,37,7.1,,
2944,10/15/20 2:00,22.5,37.5,7.3,,
2945,10/15/20 2:10,22.5,37.5,7.3,,
2946,10/15/20 2:20,22.5,37.5,7.3,,
2947,10/15/20 2:30,22.5,37.5,7.3,,
2948,10/15/20 2:40,22.5,37.5,7.3,,
2949,10/15/20 2:50,22,37.5,6.8,,
2950,10/15/20 3:00,22,37.5,6.8,,
2951,10/15/20 3:10,22,37.5,6.8,,
2952,10/15/20 3:20,22,37,6.7,,
2953,10/15/20 3:30,22,37,6.7,,
2954,10/15/20 3:40,22,37.5,6.8,,
2955,10/15/20 3:50,22,37.5,6.8,,
2956,10/15/20 4:00,22,37.5,6.8,,
2957,10/15/20 4:10,22,38,7,,
2958,10/15/20 4:20,22,38,7,,
2959,10/15/20 4:30,22,38.5,7.2,,
2960,10/15/20 4:40,22,38.5,7.2,,
2961,10/15/20 4:50,22,38.5,7.2,,
2962,10/15/20 5:00,22,39,7.4,,
2963,10/15/20 5:10,22,39,7.4,,
2964,10/15/20 5:20,22,39,7.4,,
2965,10/15/20 5:30,22,39.5,7.6,,
2966,10/15/20 5:40,22,40,7.8,,
2967,10/15/20 5:50,22,40,7.8,,
2968,10/15/20 6:00,22,40,7.8,,
2969,10/15/20 6:10,22,41,8.2,,
2970,10/15/20 6:20,22,40.5,8,,
2971,10/15/20 6:30,22,40,7.8,,
2972,10/15/20 6:40,22,39.5,7.6,,
2973,10/15/20 6:50,22,39.5,7.6,,
2974,10/15/20 7:00,22,39,7.4,,
2975,10/15/20 7:10,22,38,7,,
2976,10/15/20 7:20,21.5,37,6.2,,
2977,10/15/20 7:30,21.5,37,6.2,,
2978,10/15/20 7:40,21.5,37,6.2,,
2979,10/15/20 7:50,21.5,36.5,6,,
2980,10/15/20 8:00,21.5,36.5,6,,
2981,10/15/20 8:10,21.5,36.5,6,,
2982,10/15/20 8:20,22,36,6.3,,
2983,10/15/20 8:30,22,35.5,6.1,,
2984,10/15/20 8:40,22,35,5.8,,
2985,10/15/20 8:50,22,34.5,5.6,,
2986,10/15/20 9:00,22,34.5,5.6,,
2987,10/15/20 9:10,22,34.5,5.6,,
2988,10/15/20 9:20,22,34.5,5.6,,
2989,10/15/20 9:30,22,34.5,5.6,,
2990,10/15/20 9:40,22,34,5.4,,
2991,10/15/20 9:50,22,34,5.4,,
2992,10/15/20 10:00,22,33.5,5.2,,
2993,10/15/20 10:10,22,33,5,,
2994,10/15/20 10:20,21.5,33,4.6,,
2995,10/15/20 10:30,21.5,33,4.6,,
2996,10/15/20 10:40,21.5,33,4.6,,
2997,10/15/20 10:50,21.5,33,4.6,,
2998,10/15/20 11:00,21.5,33,4.6,,
2999,10/15/20 11:10,21.5,32.5,4.3,,
3000,10/15/20 11:20,21.5,32.5,4.3,,
3001,10/15/20 11:30,21.5,32.5,4.3,,
3002,10/15/20 11:40,21.5,32.5,4.3,,
3003,10/15/20 11:50,21.5,32.5,4.3,,
3004,10/15/20 12:00,21.5,32.5,4.3,,
3005,10/15/20 12:10,21.5,32,4.1,,
3006,10/15/20 12:20,21.5,32,4.1,,
3007,10/15/20 12:30,21.5,32,4.1,,
3008,10/15/20 12:40,21.5,32,4.1,,
3009,10/15/20 12:50,21.5,32,4.1,,
3010,10/15/20 13:00,22,32,4.6,,
3011,10/15/20 13:10,22,32,4.6,,
3012,10/15/20 13:20,22,32,4.6,,
3013,10/15/20 13:30,22,31.5,4.3,,
3014,10/15/20 13:40,22,31.5,4.3,,
3015,10/15/20 13:50,22,31.5,4.3,,
3016,10/15/20 14:00,22,31,4.1,,
3017,10/15/20 14:10,22,30.5,3.9,,
3018,10/15/20 14:20,22,30.5,3.9,,
3019,10/15/20 14:30,22,30,3.6,,
3020,10/15/20 14:40,22,30,3.6,,
3021,10/15/20 14:50,22,30,3.6,,
3022,10/15/20 15:00,22,30,3.6,,
3023,10/15/20 15:10,22,30,3.6,,
3024,10/15/20 15:20,22,29.5,3.4,,
3025,10/15/20 15:30,22,29.5,3.4,,
3026,10/15/20 15:40,22,29,3.2,,
3027,10/15/20 15:50,21.5,29,2.7,,
3028,10/15/20 16:00,21.5,28.5,2.5,,
3029,10/15/20 16:10,21.5,28,2.2,,
3030,10/15/20 16:20,21.5,27.5,2,,
3031,10/15/20 16:30,21.5,26.5,1.5,,
3032,10/15/20 16:40,21.5,25.5,0.9,,
3033,10/15/20 16:50,21.5,25,0.7,,
3034,10/15/20 17:00,21.5,24.5,0.4,,
3035,10/15/20 17:10,21.5,24.5,0.4,,
3036,10/15/20 17:20,21.5,24,0.1,,
3037,10/15/20 17:30,21.5,24,0.1,,
3038,10/15/20 17:40,21.5,24,0.1,,
3039,10/15/20 17:50,21.5,23.5,-0.2,,
3040,10/15/20 18:00,21.5,23.5,-0.2,,
3041,10/15/20 18:10,21.5,23.5,-0.2,,
3042,10/15/20 18:20,21.5,23.5,-0.2,,
3043,10/15/20 18:30,21.5,23,-0.5,,
3044,10/15/20 18:40,21.5,23,-0.5,,
3045,10/15/20 18:50,21.5,23,-0.5,,
3046,10/15/20 19:00,21.5,23,-0.5,,
3047,10/15/20 19:10,21.5,23,-0.5,,
3048,10/15/20 19:20,21.5,23.5,-0.2,,
3049,10/15/20 19:30,22,23.5,0.2,,
3050,10/15/20 19:40,22,23,-0.1,,
3051,10/15/20 19:50,22,23,-0.1,,
3052,10/15/20 20:00,22,23,-0.1,,
3053,10/15/20 20:10,22,23,-0.1,,
3054,10/15/20 20:20,22,23,-0.1,,
3055,10/15/20 20:30,22,23,-0.1,,
3056,10/15/20 20:40,22.5,22.5,0.1,,
3057,10/15/20 20:50,22.5,22.5,0.1,,
3058,10/15/20 21:00,22.5,23,0.4,,
3059,10/15/20 21:10,22,23,-0.1,,
3060,10/15/20 21:20,22,23,-0.1,,
3061,10/15/20 21:30,22,23,-0.1,,
3062,10/15/20 21:40,22,23,-0.1,,
3063,10/15/20 21:50,22,23,-0.1,,
3064,10/15/20 22:00,21.5,23,-0.5,,
3065,10/15/20 22:10,21.5,23,-0.5,,
3066,10/15/20 22:20,21.5,23,-0.5,,
3067,10/15/20 22:30,21.5,23,-0.5,,
3068,10/15/20 22:40,21.5,23,-0.5,,
3069,10/15/20 22:50,21.5,23,-0.5,,
3070,10/15/20 23:00,21.5,23,-0.5,,
3071,10/15/20 23:10,21.5,23,-0.5,,
3072,10/15/20 23:20,21.5,23,-0.5,,
3073,10/15/20 23:30,21.5,23,-0.5,,
3074,10/15/20 23:40,21.5,23,-0.5,,
3075,10/15/20 23:50,21.5,23,-0.5,,
3076,10/16/20 0:00,21.5,23,-0.5,,
3077,10/16/20 0:10,21.5,23,-0.5,,
3078,10/16/20 0:20,21.5,23,-0.5,,
3079,10/16/20 0:30,21.5,23,-0.5,,
3080,10/16/20 0:40,21.5,23,-0.5,,
3081,10/16/20 0:50,21.5,23.5,-0.2,,
3082,10/16/20 1:00,21.5,23.5,-0.2,,
3083,10/16/20 1:10,21.5,23.5,-0.2,,
3084,10/16/20 1:20,21.5,23.5,-0.2,,
3085,10/16/20 1:30,21.5,23.5,-0.2,,
3086,10/16/20 1:40,21.5,23.5,-0.2,,
3087,10/16/20 1:50,21.5,23.5,-0.2,,
3088,10/16/20 2:00,21.5,23.5,-0.2,,
3089,10/16/20 2:10,21.5,23.5,-0.2,,
3090,10/16/20 2:20,21.5,23.5,-0.2,,
3091,10/16/20 2:30,21.5,23.5,-0.2,,
3092,10/16/20 2:40,21.5,23.5,-0.2,,
3093,10/16/20 2:50,21.5,23.5,-0.2,,
3094,10/16/20 3:00,21.5,23.5,-0.2,,
3095,10/16/20 3:10,21.5,23.5,-0.2,,
